land_fragment_id,parent_hex_id,land_subject_or_component_id,canonical_water_type,is_terrestrial_hex,land_area_km2,land_fraction_of_hex,geometry_sha256,geometry_source,identity_algorithm_version
lfr_f48f704df11c73,h6000_q-000857_r+001392,hsub_ireland_main_island,OCEAN,False,0.362295699,0.035238,e0803ab95071b854f4e2963dfb3447fd7859f59a164b89c01c05e8402646d14b,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_386e50a173d953,h6000_q-000856_r+001392,hsub_ireland_main_island,OCEAN,False,3.576850114,0.33681,9634870d3b9297b3b2e3ac4cda95425e194d786411ab586343b64a03e245d365,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_7ea54542d59850,h6000_q-000855_r+001392,hsub_ireland_main_island,OCEAN,False,2.745025499,0.258385,45f62cbc19cb3d2ea0133311258f5d033e21524487aec3f7a9f938335e98eb84,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_e0779279ad2a3b,h6000_q-000798_r+001392,hsub_ireland_main_island,OCEAN,False,1.356612834,0.12776,27e9ae7e9dea0fd61bf10c07396245e967f9ffe3f05ab611dc37fc40be1c873f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_6dd9c5f4481118,h6000_q-000878_r+001393,hsub_ireland_main_island,OCEAN,False,0.199118766,0.028533,9941fc8c18d35fc5f2b2c8a15af88c2432bf959db999fb4dcc3e6f9d4b407be8,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_97e3fa37e653ed,h6000_q-000858_r+001393,hsub_ireland_main_island,OCEAN,False,0.053777264,0.007974,f0e562c5f98a26e92ae3059dbdef453258798691a366ec98b8d45b59096f270a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_2be7b8577dc9bf,h6000_q-000798_r+001393,hsub_ireland_main_island,OCEAN,False,1.346703396,0.126948,92b739d416283778dfd2f94844b2a0b8e2b69f59b399b02a54c44e4ac255b697,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_6608bab8b0b16c,h6000_q-000857_r+001394,hsub_ireland_main_island,OCEAN,False,1.755875532,0.165663,f2ceca78b8565a86b8801664c10f0ad5d4bf9fb1d4c7a905f8ab632b7373c4a6,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_02b6814a244e84,h6000_q-000801_r+001394,hsub_ireland_main_island,OCEAN,False,3.031606768,0.301071,6025b7c4b55a92ff6984e41078c88f762b73ffcead9617e8d0275167a7983035,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c3c6088c06fb60,h6000_q-000798_r+001394,hsub_ireland_main_island,OCEAN,False,0.903325761,0.085275,0274796d475eb747a1a5452568557e356f90f98169fbb09359e89eac6b943cdf,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_93481a54cdfd50,h6000_q-000857_r+001395,hsub_ireland_main_island,OCEAN,False,0.069569857,0.006572,606f2d9402d773be8639fffd8d6ec755e8348b447625b3427931ec851fada118,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_dfd6265e04afcd,h6000_q-000856_r+001395,hsub_ireland_main_island,OCEAN,False,2.42927698,0.231944,5a671c52ec47f4cfa2a02b54e6c7a9eafb179184a50546799a1c4dfb2a3df6ae,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c742a64e8d3ec5,h6000_q-000802_r+001395,hsub_ireland_main_island,OCEAN,False,2.76132573,0.302436,aec693c7f451679425604441fecdaf50f1c5077ecfe57ce046bd2e6f9a9f9006,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_1aee8e98ed03a0,h6000_q-000801_r+001395,hsub_ireland_main_island,OCEAN,False,4.451433447,0.420666,22b2af435efd34b03d3348c54d4602dcf25e748d0b5f4222d9d22851885151eb,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_3d192bfe767c82,h6000_q-000856_r+001396,hsub_ireland_main_island,OCEAN,False,0.131846105,0.013579,5fe77f3d2e84c0d6a03a9ff77774260962a030b5ce24ba4677935c8f5d14576a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_108931173b2950,h6000_q-000802_r+001396,hsub_ireland_main_island,OCEAN,False,0.158754418,0.090021,1715a20e81d07be17dc4bfce203ef9a98198c58c24b6384a43985ba951beb9ed,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ece3c0b0a08198,h6000_q-000801_r+001396,hsub_ireland_main_island,OCEAN,False,3.424144018,0.336181,4c60460bbbcd3b59c7fdd8677868eb17ac42796817c4433c9fdf1cef4cd32655,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_27e5295333638e,h6000_q-000799_r+001396,hsub_ireland_main_island,OCEAN,False,2.091171516,0.199743,3eb5f4e7869e1e346249bacfa36a239fef999925f8abe3ce0c97f453e9a92adb,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_67934a4026229d,h6000_q-000856_r+001397,hsub_ireland_main_island,OCEAN,False,1.030981703,0.097669,4865b69a1ccdd8e9ab021844520348ad11c73057647c593737da854a6934ce4c,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_a145ba0e02c963,h6000_q-000855_r+001397,hsub_ireland_main_island,OCEAN,False,2.664744085,0.25601,53d1717c35584b93a435359f18b11f1d9cc95e5115c863377d5586ebbad70d0f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_07febfb21fa0f6,h6000_q-000854_r+001397,hsub_ireland_main_island,OCEAN,False,4.783211806,0.453098,b0402019bdd7dfe712fa0ec3f0f5d562140c69f32196319867aae48a30680e61,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_86746cb5d53c55,h6000_q-000803_r+001397,hsub_ireland_main_island,OCEAN,False,2.495894747,0.325577,f483387abe57daaa4c36ebd30274c8b944b6d43b7d58884096a5e3a9578ae1ae,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_1db136f76061fd,h6000_q-000799_r+001397,hsub_ireland_main_island,OCEAN,False,0.777755812,0.073693,6ab796d5ff75878f0d866ae594a0f3be9f2317dd0b6be078ee065650dd63b375,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_3da3264a1a1aa0,h6000_q-000853_r+001398,hsub_ireland_main_island,OCEAN,False,0.565944088,0.053672,7f8f3ca2d8153645b8466062b2e4efbc6e2f0901f5a4f1509ba7ce144a19e225,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_2ad39363f62716,h6000_q-000802_r+001398,hsub_ireland_main_island,OCEAN,False,3.168697764,0.301482,666fcb0fde6f8e1725b9ad7f93e1476cea792ca90fa502c35452176f7c2678de,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_735370889d076c,h6000_q-000800_r+001398,hsub_ireland_main_island,OCEAN,False,3.712676254,0.352585,b9ce72449842c528d8e4820452eaedd6161a4181f4b9784d48d2b2a4660cf59a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_b78589705d85c8,h6000_q-000853_r+001399,hsub_ireland_main_island,OCEAN,False,2.120504908,0.201474,8c7f587226b48eaeeb6191e249fe44c7082a1df45c2cab21351de75770f78a80,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_b2fca6189cd354,h6000_q-000804_r+001399,hsub_ireland_main_island,OCEAN,False,0.268723784,0.07933,495f9da144e05604c96d9886a3451158c3d7539408cd58993e33d87a208673de,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_d896f9e1ed78cf,h6000_q-000803_r+001399,hsub_ireland_main_island,OCEAN,False,0.98323576,0.122162,32af1ff83d5d0b58bd24d1318d684e6c66afb3b4b375b58b4a43594c1c25d1a3,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_93ef064a11640a,h6000_q-000801_r+001399,hsub_ireland_main_island,OCEAN,False,4.989834538,0.474029,1bf901d5bee42e353e7b7257b17a873dacc6b0b7b02df027d6dc2a09eece3c76,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c82d0b70d5d6c4,h6000_q-000853_r+001400,hsub_ireland_main_island,OCEAN,False,1.453081931,0.138177,83cea593246c7784a63e43839d3dacd563bd27e62c2937b77e67d59a15aa4aac,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_8fcc0d979d3cbf,h6000_q-000804_r+001400,hsub_ireland_main_island,OCEAN,False,4.359016658,0.421227,5fd123ed7b4af961f2b20169b5ec937cbfea7fe1bf7158fc3ce749cf493296fd,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c7975c4cfca1f3,h6000_q-000858_r+001401,hsub_ireland_main_island,OCEAN,False,0.002771171,0.0003,5e1c6d4c47fe91c6e23ddeed35f8fa9f7095f56ece4dbbbd30a77e5ced29dd83,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_482c00eb6f1739,h6000_q-000857_r+001401,hsub_ireland_main_island,OCEAN,False,2.373643519,0.233567,c837d2255a656c3e09353c8026121cc8b0a0f3386c749150b131fe3bf266c8f0,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_396f9c3c292bc2,h6000_q-000853_r+001401,hsub_ireland_main_island,OCEAN,False,2.703999558,0.257513,123fd98b9f1441b89f754f58a814a3d9c9dc6a5a760b03decfda4be06212a992,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_758be0ad198150,h6000_q-000802_r+001401,hsub_ireland_main_island,OCEAN,False,1.500795721,0.142923,9362406176a6fb6763f8009c9a20c9b939972ebee280e815a3d6799842b30e8f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_6ed05d4e519c58,h6000_q-000862_r+001402,hsub_ireland_main_island,OCEAN,False,0.011630622,0.00111,40292bddaaf16c1b79d2500763ad3eca2cc32024618515798b6d89eddb287863,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_8d88e4a325da7e,h6000_q-000860_r+001402,hsub_ireland_main_island,OCEAN,False,1.19430892,0.120709,e80c525f2a6d1d8dc6420e60dfea6a1544ecac9e48160b52de0fe1dddb16eaec,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_9ee6333a7b4e6c,h6000_q-000858_r+001402,hsub_ireland_main_island,OCEAN,False,2.223600113,0.212813,666cb7acd84cd3db4a1b50fdd2c7728409e3901c9c9fbd67aab73f9aa66ca7df,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_abfe3a721628d0,h6000_q-000857_r+001402,hsub_ireland_main_island,OCEAN,False,2.155774712,0.205578,d39281071bb6e17d9c71ce397ef6f719c01e5d843ad0bbb2a385a2c3c7619e51,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ec6c1bfbd06c45,h6000_q-000856_r+001402,hsub_ireland_main_island,OCEAN,False,1.507884428,0.143886,6ea11a41eb5f205e631550d9277dead5419ea730fc3fd4ce14f45b0907adabac,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_bf3d08ee1b9cba,h6000_q-000855_r+001402,hsub_ireland_main_island,OCEAN,False,1.631109028,0.155635,8e24a572b3242236c26e6d728c8c41161fd4281897dc916491aee3f249414fe2,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_550ebaa116e5db,h6000_q-000854_r+001402,hsub_ireland_main_island,OCEAN,False,0.737152225,0.07034,bd58637262bfd9b7d6d1cf76477d562e09419a41d79487bb779f3d1d3a7861b2,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_43ed993fedf706,h6000_q-000853_r+001402,hsub_ireland_main_island,OCEAN,False,0.160021927,0.015257,35c4865b2852fd7534bd682273541bb1274450dd47c06945510054ee182e07c7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_9927eac2b6301e,h6000_q-000803_r+001402,hsub_ireland_main_island,OCEAN,False,0.692304852,0.066011,8a7570e53e5710f89b409e2921628e161029db33158db818a2c03c6537fe398a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_b904c698373dd1,h6000_q-000863_r+001403,hsub_ireland_main_island,OCEAN,False,1.257048842,0.121043,487264f42320d16946630eadd31a6d94e10880c4e86fd55db7d49e2aa0fc3c39,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_1b280784c699a8,h6000_q-000856_r+001403,hsub_ireland_main_island,OCEAN,False,4.013921358,0.383484,ad986bcc7228ca4417117abc6f4c0e660868944328b308ec7fab98f2bc3e3ba2,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_7f87b3d9e51a5b,h6000_q-000853_r+001403,hsub_ireland_main_island,OCEAN,False,2.636827774,0.267475,95a1f8a28b65ec5b3338ff9a2b29c13f87c349d56de51e89b1c19ca691e0478a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_2df0f4a81d60b3,h6000_q-000804_r+001403,hsub_ireland_main_island,OCEAN,False,3.644955849,0.34814,5694c83bbdf5b66abb2f2706a0e650f803f6312927e978793b87dbfe0bb3d3ac,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_596b8c12a99b03,h6000_q-000865_r+001404,hsub_ireland_main_island,OCEAN,False,2.601688433,0.253686,1fed9b6ddefc1d3f95f1d5eaea87e3a1882e4ad7549406e0c7fbed6e1bf26570,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_de0821fa6e4955,h6000_q-000811_r+001404,hsub_ireland_main_island,OCEAN,False,0.062642188,0.005992,d3034eb0c84837ce131cd5f98f95048aa6934b59663b27608676268298809b47,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ea96b6df5b2105,h6000_q-000810_r+001404,hsub_ireland_main_island,OCEAN,False,3.568368119,0.341162,7f8d3788705623aae13ceecdb30e3ab7a5a1f81a764e7e554b658f25962397e5,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_abcc2003282787,h6000_q-000805_r+001404,hsub_ireland_main_island,OCEAN,False,5.007428033,0.479164,af88a0c612b511dd13ca1cd75e3a76afba2a9ec8655450faedba69c26039684f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_eff75f24119091,h6000_q-000866_r+001405,hsub_ireland_main_island,OCEAN,False,0.680897564,0.07173,8054fbeec0cd5fc9d2a9cb156236f33efd045a950961e70d8d234c5cda9216e5,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_6c3d2fcb055f93,h6000_q-000811_r+001405,hsub_ireland_main_island,OCEAN,False,1.009722094,0.096907,82b3c5a7861778c2526d75140141d4da09b3406806b1084c492c66bcc040c89b,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_955d37365ed96c,h6000_q-000809_r+001405,hsub_ireland_main_island,OCEAN,False,1.357468324,0.129924,933e41fb4818df8864ddaaf2166ccf8dadb9953328bf6de2bcb0b2c8cd38527f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_484f13fd439ef4,h6000_q-000808_r+001405,hsub_ireland_main_island,OCEAN,False,0.171008482,0.016364,0737c93f408c5c25773fbaccd32c8800ca65bea31249c69b702c40f6a69f64d8,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c1521573588b7d,h6000_q-000807_r+001405,hsub_ireland_main_island,OCEAN,False,1.908995184,0.193612,5a6e0521afa0a559ba97a4665fc480e0257e7cffe41c8c4f10728bed7b9fd9c9,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_88bf2abb3876bd,h6000_q-000806_r+001405,hsub_ireland_main_island,OCEAN,False,1.658958543,0.158796,f67cd45a15d44a4861ff762c41d24c1c3428d2d5fd4c4b6dea1619b2f701f4b2,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_1e47b36d18432a,h6000_q-000866_r+001406,hsub_ireland_main_island,OCEAN,False,2.943067016,0.284742,eb84fa66fd6c26b0bb560a41948c38e6d392a13012a51520a43f6eceeb3fa345,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_94f9044e3fb6a5,h6000_q-000810_r+001406,hsub_ireland_main_island,OCEAN,False,0.621116843,0.059596,a3f394898ab04ae4f2118ba3baf8269c8e6cb0d3326be11252af022857e789b7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_805ba5a80cbae7,h6000_q-000866_r+001407,hsub_ireland_main_island,OCEAN,False,1.410308226,0.139659,1e434fba10c2dab84fd4562d646fde5378fbffa55bd1fd6209a39e6c32464092,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_e0c38c27c04d82,h6000_q-000809_r+001407,hsub_ireland_main_island,OCEAN,False,0.031684794,0.003044,174206bc2027ecdaf02d103df6680f2436dc4a45c62c19136e8544803b7e2a39,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_0f7e6463561b9f,h6000_q-000865_r+001408,hsub_ireland_main_island,OCEAN,False,4.620689178,0.451762,b960794564688d7562cb1569af2a9d595d96cecfe3606e88a2b1e025a521a5c0,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_a4145f6099f7d8,h6000_q-000864_r+001409,hsub_ireland_main_island,OCEAN,False,0.449290489,0.046489,0ca61b07d5ae0821e77c3dcc46f7223b06f52d34a4b690fbdf98d7aae362bf6e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ebfd30415363b3,h6000_q-000863_r+001409,hsub_ireland_main_island,OCEAN,False,2.054086204,0.198163,8ebcbc5bea6b293fac0bc2a2acf9feddc8e03db741be5cd4b61e9e471fba5642,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_62cafb732fb172,h6000_q-000810_r+001409,hsub_ireland_main_island,OCEAN,False,3.869155731,0.372503,913c22581762a8764f26f043f46e6674091e4ec1e401140f3c34d0f258e69aa6,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_f67e28cfd0d6d5,h6000_q-000864_r+001410,hsub_ireland_main_island,OCEAN,False,0.695818724,0.085495,5c71bfadc2c8018f8de5357ce533ab55762fe73843f1ad7fb926e0fd02aae86c,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_f47f32fc39a750,h6000_q-000864_r+001411,hsub_ireland_main_island,OCEAN,False,0.955715005,0.093879,1b3d7629e7551dfbf1aa0b066caba1509727abf503f28e0a3a2726b1643b2445,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_be4f05cae5176d,h6000_q-000863_r+001411,hsub_ireland_main_island,OCEAN,False,4.770349967,0.462224,2623969b8338d9c460af2fdff29889056b1751bdd3e1f2d6780e0bf186170fac,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_37cb10f6bd807e,h6000_q-000861_r+001411,hsub_ireland_main_island,OCEAN,False,4.829538058,0.466907,051fe1c7aa33ee7c3c8199a17ab398df1ac31d302c335610910f347b623addfc,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_e4c78129aee76f,h6000_q-000813_r+001411,hsub_ireland_main_island,OCEAN,False,4.945591811,0.477439,6801ced18ba4761b487d492dc2048945d93ec41cbc1580631e747ead847d2a18,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_f781d10f755531,h6000_q-000811_r+001411,hsub_ireland_main_island,OCEAN,False,0.009364218,0.000904,fcdf5e629115f328c60e837d694027290e0d852966cfb79a3879a60b19a26e44,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_b6e73d2dce0a3a,h6000_q-000862_r+001412,hsub_ireland_main_island,OCEAN,False,0.513800216,0.049665,d2ad84fa57524edfb51a0fdb81782c934ede10522c0996fe6af925dcf8bf463f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_b16998ed901b3f,h6000_q-000813_r+001412,hsub_ireland_main_island,OCEAN,False,0.140566004,0.013577,40164f40ff15f5788a456f88e176f7880d02f11aab4707d0a1fc14b3de2accf8,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ab56087864fe0a,h6000_q-000863_r+001413,hsub_ireland_main_island,OCEAN,False,3.22622108,0.320001,47a1747048202b0e67730bcae2f6612c896c3815b151b4aef96968000c0b6ec1,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_1c5a6d1c826034,h6000_q-000815_r+001413,hsub_ireland_main_island,OCEAN,False,4.114014018,0.398068,0f5782ee2f129464a9634574adb0afaf9d05947f592c7295cfd50a8709bec1d0,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_297d3b9c306f79,h6000_q-000864_r+001414,hsub_ireland_main_island,OCEAN,False,3.001489585,0.303982,cf8f92d65cc8b31bba849c91b375b44353bda263a0b954c82bbd17bdfcabe387,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_a563ad5433a7f2,h6000_q-000816_r+001414,hsub_ireland_main_island,OCEAN,False,2.223167367,0.21543,0e53f4fa39297ec14f109e8f5731c091a6439ee453c1f127b7e85bcecaafc303,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_6dadba089148a8,h6000_q-000864_r+001415,hsub_ireland_main_island,OCEAN,False,1.208877389,0.323967,60bd6c61e15da9cda553ab5eb4ecdc14ce108740a60dcd95e073f60e2a18ddf1,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_390feb30798b50,h6000_q-000817_r+001415,hsub_ireland_main_island,OCEAN,False,3.686480305,0.357676,dd05825d1a99dbe1cfbf82b22caa8fcf5348987bd233f1e2772ba31b634d6a04,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ba58ebd79345e3,h6000_q-000865_r+001416,hsub_ireland_main_island,OCEAN,False,0.490676049,0.292958,1014651015d8f9bbd851837414715fc1aad5ab0581f0d71b1350209d8cec5927,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_09900bfca57a3e,h6000_q-000818_r+001416,hsub_ireland_main_island,OCEAN,False,1.009800456,0.098072,a271cfa1658b8b37df71c975ab1323ad5f77272f51d2c41e4044b4580aae8b22,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ec1d75442d69b0,h6000_q-000849_r+001417,hsub_ireland_main_island,OCEAN,False,4.888146202,0.475517,238e8476b6ef9321ff0666973366147281dc7fa8c12d8b557156ac472ad4d126,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_b5757207fa02e2,h6000_q-000819_r+001417,hsub_ireland_main_island,OCEAN,False,0.384139997,0.037385,ff3fdb5880c20e22cf05efcf18b671b026748bc32a1360cee99b672846cca730,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
